order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
300,41,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-CH-A.CHICAGO A.CSV,SLMS067-CH-A,Shared Mid Jan 2021 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,1/13/21,4/12/21,
300,40,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-CH-B.CHICAGO B.CSV,SLMS067-CH-B,Shared Mid Jan 2021 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,1/13/21,4/12/21,
301,39,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-DC-A.DC A.CSV,SLMS067-DC-A,Shared Mid Jan 2021 Cities,DC,Cities,DC,,,6000,200000,1/13/21,4/12/21,
301,38,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-DC-B.DC B.CSV,SLMS067-DC-B,Shared Mid Jan 2021 Cities,DC,Cities,DC,,,6000,200000,1/13/21,4/12/21,
302,37,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-GD-A.GREATER DALLAS A.CSV,SLMS067-GD-A,Shared Mid Jan 2021 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,1/13/21,4/12/21,
302,36,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-GD-B.GREATER DALLAS B.CSV,SLMS067-GD-B,Shared Mid Jan 2021 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,1/13/21,4/12/21,
303,35,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-HO-A.HOUSTON A.CSV,SLMS067-HO-A,Shared Mid Jan 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,1/13/21,4/12/21,
303,34,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-HO-B.HOUSTON B.CSV,SLMS067-HO-B,Shared Mid Jan 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,1/13/21,4/12/21,
304,33,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-LA-A.LA A.CSV,SLMS067-LA-A,Shared Mid Jan 2021 Cities,LA,Cities,LA,,,6000,200000,1/13/21,4/12/21,
304,32,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-LA-B.LA B.CSV,SLMS067-LA-B,Shared Mid Jan 2021 Cities,LA,Cities,LA,,,6000,200000,1/13/21,4/12/21,
305,31,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-MH-A.MANHATTAN A.CSV,SLMS067-MH-A,Shared Mid Jan 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,1/13/21,4/12/21,
305,30,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-MH-B.MANHATTAN B.CSV,SLMS067-MH-B,Shared Mid Jan 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,1/13/21,4/12/21,
306,29,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-MI.MIAMI.CSV,SLMS067-MI,Shared Mid Jan 2021 Cities,MIAMI,Cities,MIAMI,,,3000,100000,1/13/21,4/12/21,
307,28,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-NV.NASHVILLE.CSV,SLMS067-NV,Shared Mid Jan 2021 Cities,NASHVILLE,Cities,NASHVILLE,,,3000,100000,1/13/21,4/12/21,
308,27,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-PH.PHILADELPHIA.CSV,SLMS067-PH,Shared Mid Jan 2021 Cities,PHILADELPHIA,Cities,PHILADELPHIA,,,3000,100000,1/13/21,4/12/21,
309,26,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-QN.QUEENS.CSV,SLMS067-QN,Shared Mid Jan 2021 Cities,QUEENS,Cities,QUEENS,,,3000,100000,1/13/21,4/12/21,
310,25,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-SF-A.SF A.CSV,SLMS067-SF-A,Shared Mid Jan 2021 Cities,SF,Cities,SF,,,6000,200000,1/13/21,4/12/21,
310,24,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-SF-B.SF B.CSV,SLMS067-SF-B,Shared Mid Jan 2021 Cities,SF,Cities,SF,,,6000,200000,1/13/21,4/12/21,
311,23,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-SV-A.SILICON VALLEY A.CSV,SLMS067-SV-A,Shared Mid Jan 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,1/13/21,4/12/21,
311,22,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-SV-B.SILICON VALLEY B.CSV,SLMS067-SV-B,Shared Mid Jan 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,1/13/21,4/12/21,
312,21,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-AU-A.AUSTIN A.CSV,SLMS068-AU-A,Shared Late Jan 2021 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,1/27/21,4/26/21,
312,20,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-AU-B.AUSTIN B.CSV,SLMS068-AU-B,Shared Late Jan 2021 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,1/27/21,4/26/21,
313,19,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-AZ-A.ARIZONA A.CSV,SLMS068-AZ-A,Shared Late Jan 2021 Cities,ARIZONA,Cities,ARIZONA,,,6000,200000,1/27/21,4/26/21,
313,18,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-AZ-B.ARIZONA B.CSV,SLMS068-AZ-B,Shared Late Jan 2021 Cities,ARIZONA,Cities,ARIZONA,,,6000,200000,1/27/21,4/26/21,
314,17,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-BA1-A.BAY AREA 1 A.CSV,SLMS068-BA1-A,Shared Late Jan 2021 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,1/27/21,4/26/21,
314,16,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-BA1-B.BAY AREA 1 B.CSV,SLMS068-BA1-B,Shared Late Jan 2021 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,1/27/21,4/26/21,
315,15,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-DCM-A.GR DC MARYLAND A.CSV,SLMS068-DCM-A,Shared Late Jan 2021 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,1/27/21,4/26/21,
315,14,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-DCM-B.GR DC MARYLAND B.CSV,SLMS068-DCM-B,Shared Late Jan 2021 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,1/27/21,4/26/21,
316,13,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-DCV-A.GR DC VIRGINIA A.CSV,SLMS068-DCV-A,Shared Late Jan 2021 Cities,GR DC VA,Cities,GR DC VA,,,6000,200000,1/27/21,4/26/21,
316,12,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-DCV-B.GR DC VIRGINIA B.CSV,SLMS068-DCV-B,Shared Late Jan 2021 Cities,GR DC VA,Cities,GR DC VA,,,6000,200000,1/27/21,4/26/21,
317,11,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-DN.DENVER.CSV,SLMS068-DN,Shared Late Jan 2021 Cities,DENVER,Cities,DENVER,,,3000,100000,1/27/21,4/26/21,
318,10,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-GC-A.GREATER CHICAGO A.CSV,SLMS068-GC-A,Shared Late Jan 2021 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,1/27/21,4/26/21,
318,9,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-GC-B.GREATER CHICAGO B.CSV,SLMS068-GC-B,Shared Late Jan 2021 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,1/27/21,4/26/21,
319,8,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-NJ.NEW JERSEY.CSV,SLMS068-NJ,Shared Late Jan 2021 Cities,NEW JERSEY,Cities,NEW JERSEY,,,3000,100000,1/27/21,4/26/21,
320,7,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-PB.PITTSBURGH.CSV,SLMS068-PB,Shared Late Jan 2021 Cities,PITTSBURGH,Cities,PITTSBURGH,,,3000,100000,1/27/21,4/26/21,
321,6,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-PD.PORTLAND.CSV,SLMS068-PD,Shared Late Jan 2021 Cities,PORTLAND,Cities,PORTLAND,,,3000,100000,1/27/21,4/26/21,
322,5,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-RL-A.RALEIGH DURHAM CH.CSV,SLMS068-RL-A,Shared Late Jan 2021 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,1/27/21,4/26/21,
322,4,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-RL-B.RALEIGH DURHAM CH.CSV,SLMS068-RL-B,Shared Late Jan 2021 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,1/27/21,4/26/21,
323,3,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-27_SLMS068-SD.SAN DIEGO.CSV,SLMS068-SD,Shared Late Jan 2021 Cities,SAN DIEGO,Cities,SAN DIEGO,,,3000,100000,1/27/21,4/26/21,
324,2,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-01-29_SLMS069-ME1.MENS 1.CSV,SLMS069-ME1,Shared Late Jan 2021 Natl,MENS,Natl,MENS,,,12000,200000,1/29/21,4/28/21,
324,1,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-01-29_SLMS069-ME2.MENS 2.CSV,SLMS069-ME2,Shared Late Jan 2021 Natl,MENS,Natl,MENS,,,12000,200000,1/29/21,4/28/21,
325,44,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-CL.CHARLOTTE.CSV,SLMS070-CL,Shared Mid Feb 2021 Cities,CHARLOTTE,Cities,CHARLOTTE,,,3000,100000,2/11/21,5/11/21,
326,43,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-CO-A.COLORADO A.CSV,SLMS070-CO-A,Shared Mid Feb 2021 Cities,COLORADO,Cities,COLORADO,,,6000,200000,2/11/21,5/11/21,
326,42,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-CO-B.COLORADO B.CSV,SLMS070-CO-B,Shared Mid Feb 2021 Cities,COLORADO,Cities,COLORADO,,,6000,200000,2/11/21,5/11/21,
327,41,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-LO.LOUISIANA.CSV,SLMS070-LO,Shared Mid Feb 2021 Cities,LOUISIANA,Cities,LOUISIANA,,,3000,100000,2/11/21,5/11/21,
328,40,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-MK-A.MISSOURI KANSAS A.CSV,SLMS070-MK-A,Shared Mid Feb 2021 Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/21,5/11/21,
328,39,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-MK-B.MISSOURI KANSAS B.CSV,SLMS070-MK-B,Shared Mid Feb 2021 Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/21,5/11/21,
329,38,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-MN.MINNESOTA.CSV,SLMS070-MN,Shared Mid Feb 2021 Cities,MINNESOTA,Cities,MINNESOTA,,,3000,100000,2/11/21,5/11/21,
330,37,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-OC-A.GR LA OC A.CSV,SLMS070-OC-A,Shared Mid Feb 2021 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,2/11/21,5/11/21,
330,36,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-OC-B.GR LA OC B.CSV,SLMS070-OC-B,Shared Mid Feb 2021 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,2/11/21,5/11/21,
331,35,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-SA.SAN ANTONIO.CSV,SLMS070-SA,Shared Mid Feb 2021 Cities,SAN ANTONIO,Cities,SAN ANTONIO,,,3000,100000,2/11/21,5/11/21,
332,34,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-TX-A.TEXAS A.CSV,SLMS070-TX-A,Shared Mid Feb 2021 Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/21,5/11/21,
332,33,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-TX-B.TEXAS B.CSV,SLMS070-TX-B,Shared Mid Feb 2021 Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/21,5/11/21,
333,32,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-WI-A.WISCONSIN A.CSV,SLMS070-WI-A,Shared Mid Feb 2021 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/21,5/11/21,
333,31,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-11_SLMS070-WI-B.WISCONSIN B.CSV,SLMS070-WI-B,Shared Mid Feb 2021 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/21,5/11/21,
334,30,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-AU-A.AUSTIN A.CSV,SLMS071-AU-A,Shared Late Feb 2021 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,2/25/21,5/25/21,
334,29,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-AU-B.AUSTIN B.CSV,SLMS071-AU-B,Shared Late Feb 2021 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,2/25/21,5/25/21,
335,28,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-BA1-A.BAY AREA 1 A.CSV,SLMS071-BA1-A,Shared Late Feb 2021 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,2/25/21,5/25/21,
335,27,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-BA1-B.BAY AREA 1 B.CSV,SLMS071-BA1-B,Shared Late Feb 2021 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,2/25/21,5/25/21,
336,26,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-BA2.BAY AREA 2.CSV,SLMS071-BA2,Shared Late Feb 2021 Cities,BAY AREA 2,Cities,BAY AREA 2,,,3000,100000,2/25/21,5/25/21,
337,25,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-CT.GR NYC CONNECTICUT.CSV,SLMS071-CT,Shared Late Feb 2021 Cities,GR NYC CT,Cities,GR NYC CT,,,4500,150000,2/25/21,5/25/21,
338,24,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-GNJ-A.GREATER NYC NJ A.CSV,SLMS071-GNJ-A,Shared Late Feb 2021 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,2/25/21,5/25/21,
338,23,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-GNJ-B.GREATER NYC NJ B.CSV,SLMS071-GNJ-B,Shared Late Feb 2021 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,2/25/21,5/25/21,
339,22,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-HO-A.HOUSTON A.CSV,SLMS071-HO-A,Shared Late Feb 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,2/25/21,5/25/21,
339,21,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-HO-B.HOUSTON B.CSV,SLMS071-HO-B,Shared Late Feb 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,2/25/21,5/25/21,
340,20,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-LA-A.LA A.CSV,SLMS071-LA-A,Shared Late Feb 2021 Cities,LA,Cities,LA,,,6000,200000,2/25/21,5/25/21,
340,19,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-LA-B.LA B.CSV,SLMS071-LA-B,Shared Late Feb 2021 Cities,LA,Cities,LA,,,6000,200000,2/25/21,5/25/21,
341,18,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-MH-A.MANHATTAN A.CSV,SLMS071-MH-A,Shared Late Feb 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,2/25/21,5/25/21,
341,17,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-MH-B.MANHATTAN B.CSV,SLMS071-MH-B,Shared Late Feb 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,2/25/21,5/25/21,
342,16,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-NM.NEW MEXICO.CSV,SLMS071-NM,Shared Late Feb 2021 Cities,NEW MEXICO,Cities,NEW MEXICO,,,3000,100000,2/25/21,5/25/21,
343,15,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-NO.NEW ORLEANS.CSV,SLMS071-NO,Shared Late Feb 2021 Cities,NEW ORLEANS,Cities,NEW ORLEANS,,,3000,100000,2/25/21,5/25/21,
344,14,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-SV-A.SILICON VALLEY A.CSV,SLMS071-SV-A,Shared Late Feb 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,2/25/21,5/25/21,
344,13,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-SV-B.SILICON VALLEY B.CSV,SLMS071-SV-B,Shared Late Feb 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,2/25/21,5/25/21,
345,12,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-TN-A.TENNESSEE A.CSV,SLMS071-TN-A,Shared Late Feb 2021 Cities,TENNESSEE,Cities,TENNESSEE,,,6000,200000,2/25/21,5/25/21,
345,11,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-TN-B.TENNESSEE B.CSV,SLMS071-TN-B,Shared Late Feb 2021 Cities,TENNESSEE,Cities,TENNESSEE,,,6000,200000,2/25/21,5/25/21,
346,10,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-VA-A.VIRGINIA A.CSV,SLMS071-VA-A,Shared Late Feb 2021 Cities,VIRGINIA,Cities,VIRGINIA,,,6000,200000,2/25/21,5/25/21,
346,9,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-VA-B.VIRGINIA B.CSV,SLMS071-VA-B,Shared Late Feb 2021 Cities,VIRGINIA,Cities,VIRGINIA,,,6000,200000,2/25/21,5/25/21,
347,8,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-WLI-A.GREATER NYC A.CSV,SLMS071-WLI-A,Shared Late Feb 2021 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,2/25/21,5/25/21,
347,7,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-02-25_SLMS071-WLI-B.GREATER NYC B.CSV,SLMS071-WLI-B,Shared Late Feb 2021 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,2/25/21,5/25/21,
348,6,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-GRA1.NEW GRAD 1.CSV,SLMS072-GRA1,Shared Late Feb 2021 Natl,NEW GRADS,Natl,NEW GRADS,,,12000,200000,2/26/21,5/26/21,
348,5,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-GRA2.NEW GRAD 2.CSV,SLMS072-GRA2,Shared Late Feb 2021 Natl,NEW GRADS,Natl,NEW GRADS,,,12000,200000,2/26/21,5/26/21,
349,4,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-ME1.MENS 1.CSV,SLMS072-ME1,Shared Late Feb 2021 Natl,MENS,Natl,MENS,,,12000,200000,2/26/21,5/26/21,
349,3,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-ME2.MENS 2.CSV,SLMS072-ME2,Shared Late Feb 2021 Natl,MENS,Natl,MENS,,,12000,200000,2/26/21,5/26/21,
350,2,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-NMV1.NEW MOVER 1.CSV,SLMS072-NMV1,Shared Late Feb 2021 Natl,NEW MOVERS,Natl,NEW MOVERS,,,12000,200000,2/26/21,5/26/21,
350,1,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2021-02-26_SLMS072-NMV2.NEW MOVER 2.CSV,SLMS072-NMV2,Shared Late Feb 2021 Natl,NEW MOVERS,Natl,NEW MOVERS,,,12000,200000,2/26/21,5/26/21,
351,55,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-BK.CSV,SLMS073-BK,Shared Mid Mar 2021 Cities,BROOKLYN,Cities,BROOKLYN,,,4500,150000,3/12/21,6/9/21,
352,54,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-BO-A.CSV,SLMS073-BO-A,Shared Mid Mar 2021 Cities,BOSTON,Cities,BOSTON,,,6000,200000,3/12/21,6/9/21,
352,53,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-BO-B.CSV,SLMS073-BO-B,Shared Mid Mar 2021 Cities,BOSTON,Cities,BOSTON,,,6000,200000,3/12/21,6/9/21,
353,52,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-CB.CSV,SLMS073-CB,Shared Mid Mar 2021 Cities,COLUMBUS,Cities,COLUMBUS,,,3000,100000,3/12/21,6/9/21,
354,51,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-CH-A.CSV,SLMS073-CH-A,Shared Mid Mar 2021 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,3/12/21,6/9/21,
354,50,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-CH-B.CSV,SLMS073-CH-B,Shared Mid Mar 2021 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,3/12/21,6/9/21,
355,49,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-DC-A.CSV,SLMS073-DC-A,Shared Mid Mar 2021 Cities,DC,Cities,DC,,,6000,200000,3/12/21,6/9/21,
355,48,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-DC-B.CSV,SLMS073-DC-B,Shared Mid Mar 2021 Cities,DC,Cities,DC,,,6000,200000,3/12/21,6/9/21,
356,47,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-DFW-A.CSV,SLMS073-DFW-A,Shared Mid Mar 2021 Cities,DALLAS,Cities,DALLAS,,,6000,200000,3/12/21,6/9/21,
356,46,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-DFW-B.CSV,SLMS073-DFW-B,Shared Mid Mar 2021 Cities,DALLAS,Cities,DALLAS,,,6000,200000,3/12/21,6/9/21,
357,45,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-DN.CSV,SLMS073-DN,Shared Mid Mar 2021 Cities,DENVER,Cities,DENVER,,,3000,100000,3/12/21,6/9/21,
358,44,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-GB-A.CSV,SLMS073-GB-A,Shared Mid Mar 2021 Cities,GR BOSTON,Cities,GR BOSTON,,,6000,200000,3/12/21,6/9/21,
358,43,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-GB-B.CSV,SLMS073-GB-B,Shared Mid Mar 2021 Cities,GR BOSTON,Cities,GR BOSTON,,,6000,200000,3/12/21,6/9/21,
359,42,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-GD-A.CSV,SLMS073-GD-A,Shared Mid Mar 2021 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,3/12/21,6/9/21,
359,41,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-GD-B.CSV,SLMS073-GD-B,Shared Mid Mar 2021 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,3/12/21,6/9/21,
360,40,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-MI.CSV,SLMS073-MI,Shared Mid Mar 2021 Cities,MIAMI,Cities,MIAMI,,,3000,100000,3/12/21,6/9/21,
361,39,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-NCA-A.CSV,SLMS073-NCA-A,Shared Mid Mar 2021 Cities,NORTHERN CALI,Cities,NORTHERN CALI,,,6000,200000,3/12/21,6/9/21,
361,38,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-NCA-B.CSV,SLMS073-NCA-B,Shared Mid Mar 2021 Cities,NORTHERN CALI,Cities,NORTHERN CALI,,,6000,200000,3/12/21,6/9/21,
362,37,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-SCAR.CSV,SLMS073-SCAR,Shared Mid Mar 2021 Cities,SOUTH CAROLINA,Cities,SOUTH CAROLINA,,,3000,100000,3/12/21,6/9/21,
363,36,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-12_SLMS073-UNY.CSV,SLMS073-UNY,Shared Mid Mar 2021 Cities,UPSTATE NY,Cities,UPSTATE NY,,,3000,100000,3/12/21,6/9/21,
364,35,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-25_SLMS074-BM.CSV,SLMS074-BM,Shared Late Mar 2021 Cities,BIRMINGHAM,Cities,BIRMINGHAM,,,3000,100000,3/25/21,6/22/21,
365,34,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-25_SLMS074-BT.CSV,SLMS074-BT,Shared Late Mar 2021 Cities,BALTIMORE,Cities,BALTIMORE,,,3000,100000,3/25/21,6/22/21,
366,33,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-25_SLMS074-CN.CSV,SLMS074-CN,Shared Late Mar 2021 Cities,CINCINNATI,Cities,CINCINNATI,,,3000,100000,3/25/21,6/22/21,
367,32,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-25_SLMS074-DCM-A.CSV,SLMS074-DCM-A,Shared Late Mar 2021 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,3/25/21,6/22/21,
367,31,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-03-25_SLMS074-DCM-B.CSV,SLMS074-DCM-B,Shared Late Mar 2021 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,3/25/21,6/22/21,
